SchulNr;Regschl;ABez1;ABez2;ABez3;PLZ;Ort;Strasse;TelVorw;Telefon;FaxVorw;Fax;ModemVorw;Modem;SF;OeffPri;KurzBez;SchBetrSchl;SchBetrSchlDatum;ArtderTraegerschaft;SchultraegerNr;Schulgliederung;Schulart;Ganztagsbetrieb;FSP;Verbund;Bus;Fachberater;FachberHauptamtl;TelNrDBSalt;RP;Email;URL;CD;Stift;OGTS;SELB;Internat;InternatPlaetze;SMail;SportImAbi;Tal;KonKop;KoRe;KoHo
"192557";"711000";"Montessori Grundschule Bielefeld";"Gemeinschaftsschule der Primarstufe der";"Montessori Schule Bielefeld gGmbH";"33649";"Bielefeld";"Mülheimer Str. 18";"0521";"56049919";"";"";null;null;"02";"2";"Bielefeld,GG Montessori Schule Bielefeld";1;"20160801";"35";"83136";"";"GMS";"1";" ";"0";"0";null;null;null;" ";"192557@schule.nrw.de";"http://www.montessori-bielefeld.de";1;0;"0";"0";"0";0;null;"0";"0";"0";464836;5759598
"192569";"120000";"Heinrich-Neumann-Schule, Städt. Förder-";"schule m.d.FSP LE u.EZ i. koopr.Verb.u.";"Schule f.Kranke i.person.u.organ.Verb.";"42853";"Remscheid";"Gewerbeschulstr. 1";"02191";"4696690";"02191";"4696692";null;null;"08";"1";"Remscheid, FÖ LE,ES,KR Heinrich-Neumann";1;"19950201";"03";"10133";null;"";"0";"EZ";"1";"0";null;null;null;" ";"192569@schule.nrw.de";"http://www.heinrich-neumann-schule.de";1;0;"1";"0";"0";0;null;"0";"0";"0";372715;5671655
"192570";"970016";"Freie christliche Schule Siegen";"Realschule -Sekundarstufe I-";"Ersatzschule";"57258";"Freudenberg";"Zum Giebelwald 16";"02734";"43710";"";"";null;null;"10";"2";"Freudenberg, RS Freie Christliche Schule";1;"19960101";"44";"73570";null;"";"0";" ";"0";"0";null;null;null;" ";"192570@schule.nrw.de";"";1;0;"0";"0";"0";0;null;"0";"0";"0";422812;5635079
"192582";"954032";"Georg-Müller-Schule";"Priv. evangelische Gesamtschule";"- Sekundarstufe I -  Ersatzschule";"58300";"Wetter (Ruhr)";"Genossenschaftsweg 1b";"02335";"84430";"02335";"844310";null;null;"15";"2";"Wetter, GE Georg-Müller-Schule";1;"19940801";"44";"73568";null;"";"0";" ";"0";"0";null;null;null;" ";"192582@schule.nrw.de";"http://www.gesamtschule.gmsen.de";1;0;"0";"0";"0";0;null;"0";"0";"0";387116;5690454
"192594";"114000";"Erich-Kästner-Förderschule,Städt.Förder-";"schule m.d.Förderschwerp.Emotionale und";"soziale Entwicklung, Lernen und Sprache";"47803";"Krefeld";"Inrather Str. 611";"02151";"159900";"02151";"1599025";null;null;"08";"1";"Krefeld, FÖ ES, LE, SQ Erich-Kästner";1;"19940801";"03";"10078";null;"";"0";"EZ";"1";"0";null;null;null;" ";"192594@schule.nrw.de";"http://www.eks-krefeld.de";1;0;"0";"1";"0";0;null;"0";"0";"0";328219;5692386
"192600";"766032";"Städt. Gymnasium Horn-Bad Meinberg";"";"";"32805";"Horn-Bad Meinberg";"Südholzweg 31";"05234";"820403";"05234";"820404";null;null;"20";"1";"Horn-Bad Meinberg, Gym Südholzweg";1;"19950801";"06";"15519";null;"";"0";" ";"0";"0";null;null;null;" ";"192600@schule.nrw.de";"http://www.gym-hbm.de";1;0;"0";"0";"0";0;null;"0";"0";"0";495947;5746229
"192612";"374012";"Freie christliche Bekenntnisschule";"Gummersbach ( Ersatzschule )";"Ev. Grundschule in freier Trägerschaft";"51647";"Gummersbach";"Gelpestr. 108";"02261";"62820";"02261";"639597";null;null;"02";"2";"Gummersbach, EG Freie Christliche";1;"19940801";"44";"73854";"";"EVB";"0";" ";"0";"0";null;null;null;" ";"192612@schule.nrw.de";"http://www.fcbg.de";1;0;"0";"0";"0";0;null;"0";"0";"0";392600;5654176
"192624";"766044";"Karla-Raveh-Gesamtschule";"Gesamtschule des Kreises Lippe";"- Sekundarstufen I und II -";"32657";"Lemgo";"Vogelsang 31";"05261";"25840";"05261";"258419";null;null;"15";"1";"Lemgo, GE Karla-Raveh";1;"19960801";"04";"10674";null;"";"1";" ";"0";"0";null;null;null;" ";"192624@schule.nrw.de";"";1;0;"0";"0";"0";0;null;"0";"0";"0";494020;5764937
"192636";"754008";"Hermann-Hesse-Schule,Förderschule d. Kr.";"Gütersloh m.d. FSP Emot. und soziale";"Entwicklung -Sekundarstufe I-";"33332";"Gütersloh";"Neuenkirchener Str. 43";"05241";"50527110";"05241";"50527131";null;null;"08";"1";"Gütersloh, FÖ ES Hermann Hesse-Schule";1;"19950801";"04";"10686";null;"";"0";"EZ";"0";"0";null;null;null;" ";"192636@schule.nrw.de";"http://www.hhs-gt.de";1;0;"0";"0";"0";0;null;"0";"0";"0";457205;5749943
"192650";"754016";"Löwenzahnschule";"Städt. Gemeinschaftsgrundschule";"- Primarstufe -";"33428";"Harsewinkel";"Berliner Ring 29";"05247";"406940";"05247";"4069420";null;null;"02";"1";"Harsewinkel, GG Löwenzahnschule";1;"19950801";"06";"15118";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"192650@schule.nrw.de";"http://www.lzs.schulen-harsewinkel.de";1;0;"1";"0";"0";0;null;"0";"0";"0";448041;5757072
"192661";"758008";"Städt. Realschule Enger";"- Sekundarstufe I -";"";"32130";"Enger";"Ringstr. 75";"05224";"978034";"05224";"978036";null;null;"10";"1";"Enger, RS Ringstr.";1;"19950801";"06";"15660";null;"";"0";" ";"0";"0";null;null;null;" ";"192661@schule.nrw.de";"http://www.rsenger.de";1;0;"0";"1";"0";0;null;"0";"0";"0";469524;5776982
"192673";"962024";"Städt. Gem. Grundschule";"Auf der Emst";"";"58638";"Iserlohn";"Kalkofen 5";"02371";"959950";"02371";"959957";null;null;"02";"1";"Iserlohn, GG Auf der Emst";1;"19950801";"06";"10339";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"192673@schule.nrw.de";"http://www.gs-emst.de";1;0;"1";"0";"0";0;null;"0";"0";"0";407168;5692047
"192685";"770032";"Gesamtschule der Stadt Porta Westfalica";"- Sekundarstufen I und II -";"";"32457";"Porta Westfalica";"Bruchstr. 9";"0571";"7983050";"0571";"7983060";null;null;"15";"1";"Porta Westfalica, GE Bruchstr.";1;"19950801";"06";"11216";null;"";"1";" ";"0";"0";null;null;null;" ";"192685@schule.nrw.de";"http://www.gesamtschule-porta.de";1;0;"0";"0";"0";0;null;"1";"0";"0";496286;5789107
"192715";"754008";"Städt. Gem. Grundschule Heidewald";"";"";"33332";"Gütersloh";"Alte Heidewaldstr. 1";"05241";"5052360";"05241";"50523631";null;null;"02";"1";"Gütersloh, GG Heidewald";1;"19950801";"06";"16238";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"192715@schule.nrw.de";"http://www.heidewaldschule.de";1;0;"1";"0";"0";0;null;"0";"0";"1";458368;5748716
"192739";"754004";"Peter-August-Böckstiegel-Gesamtschule";"des Kreises Gütersloh";"- Sekundarstufen I und II -";"33829";"Borgholzhausen";"Osningstr. 14";"05425";"94430";"05425";"944322";null;null;"15";"1";"Borgholzhausen, GE Peter-A.-Böckstiegel";1;"19950801";"04";"10686";null;"";"1";" ";"0";"0";null;null;null;" ";"192739@schule.nrw.de";"http://www.pab-gesamtschule.de";1;0;"0";"0";"0";0;null;"1";"0";"1";452736;5772626
"192740";"774032";"Städt. Gem. Grundschule Kaukenberg";"";"";"33100";"Paderborn";"Weißdornweg 10";"05251";"166960";"05251";"166970";null;null;"02";"1";"Paderborn, GG Kaukenberg";1;"19950801";"06";"16100";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"192740@schule.nrw.de";"";1;0;"1";"0";"0";0;null;"0";"0";"0";485905;5729794
"192752";"554056";"Geschwister-Scholl-Gymnasium";"Städt. Gymnasium";"";"48703";"Stadtlohn";"Kreuzstr. 56-60";"02563";"97450";"02563";"97459";null;null;"20";"1";"Stadtlohn, Gym Geschwister-Scholl";1;"19950801";"06";"13699";null;"";"0";" ";"0";"0";null;null;null;" ";"192752@schule.nrw.de";"";1;0;"0";"0";"0";0;null;"0";"0";"0";357622;5761616
"192776";"974040";"Hannah-Arendt-Gesamtschule Soest";"- Sekundarstufen I und II -";"Städt. Gesamtschule";"59494";"Soest";"Canadischer Weg 16";"02921";"96730";"02921";"967323";null;null;"15";"1";"Soest, GE Hannah-Arendt";1;"19950801";"06";"17735";null;"";"1";" ";"0";"0";null;null;null;" ";"192776@schule.nrw.de";"http://www.gesamtschule-soest.de";1;0;"0";"0";"0";0;null;"1";"0";"1";438075;5712230
"192806";"124000";"Städt. Gesamtschule Barmen";"- Sekundarstufen I und II -";"";"42283";"Wuppertal";"Unterdörnen 1";"0202";"5635115";"0202";"5638174";null;null;"15";"1";"Wuppertal, GE Barmen";1;"19950801";"03";"10169";null;"";"1";" ";"0";"0";null;null;null;" ";"192806@schule.nrw.de";"http://www.gesamtschule-barmen.de";1;0;"0";"0";"0";0;null;"0";"0";"0";373408;5681090
"192818";"374036";"Gemeinschaftsgrundschule Stadt";"- Primarstufe -";"";"42477";"Radevormwald";"Carl-Diem-Str. 9-11";"02195";"1619";"02195";"931594";null;null;"02";"1";"Radevormwald, GG Stadt";1;"19950801";"06";"12452";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"192818@schule.nrw.de";"http://www.ggs-stadt.de";1;0;"1";"0";"0";0;null;"0";"0";"0";385349;5673890
"192820";"913000";"Martin-Luther-King-Gesamtschule";"der Stadt Dortmund";"- Sekundarstufen I und II -";"44149";"Dortmund";"Fine Frau 50-58";"0231";"9172190";"0231";"91721972";null;null;"15";"1";"Dortmund, GE Martin-Luther-King";1;"19950801";"03";"10297";null;"";"1";" ";"0";"0";null;null;null;" ";"192820@schule.nrw.de";"http://www.mlkgdortmund.de";1;0;"0";"0";"0";0;null;"0";"0";"0";389378;5706891
"192831";"766004";"Realschule der Gemeinde Augustdorf";"- Sekundarstufe I -";"";"32832";"Augustdorf";"Akazienstr. 5";"05237";"99680";"05237";"99681";null;null;"10";"1";"Augustdorf, RS Akazienstr.";1;"19950801";"06";"15465";null;"";"0";" ";"0";"0";null;null;null;" ";"192831@schule.nrw.de";"";1;0;"0";"0";"0";0;null;"0";"0";"0";481443;5750652
"192843";"711000";"Berufskolleg der AWO";"Fachschule für Sozialpädagogik";"";"33605";"Bielefeld";"Detmolder Str. 280";"0521";"9216311";"0521";"9216322";null;null;"30";"2";"Bielefeld, BK der AWO";1;"19950801";"35";"73878";"";"";"0";" ";"0";"0";null;null;null;" ";"192843@schule.nrw.de";"";1;0;"0";"0";"0";0;null;"0";"0";"0";470176;5761428
"192867";"378016";"Städt. Gem. Grundschule";"Bennert";"- Primarstufe -";"42799";"Leichlingen (Rheinland)";"Oberschmitte 11";"02175";"98464";"02175";"990283";null;null;"02";"1";"Leichlingen, GG Bennert";1;"19950801";"06";"12427";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"192867@schule.nrw.de";"http://www.grundschule-bennert.de";1;0;"1";"0";"0";0;null;"0";"0";"0";362331;5665038
"192879";"113000";"Schule am Wasserturm";"Städt. Gem. Grundschule";"";"45139";"Essen";"Steinmetzstr. 11";"0201";"284537";"0201";"2806140";null;null;"02";"1";"Essen, GG am Wasserturm";1;"19950801";"03";"10066";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"192879@schule.nrw.de";"http://www.schule-am-wasserturm.de";1;0;"1";"0";"0";0;null;"0";"0";"0";363016;5702149
"192880";"362032";"Rathausschule";"Städt. Gem. Grundschule Horrem";"- Primarstufe -";"50169";"Kerpen";"Rathausstr. 5";"02273";"6266";"02273";"949174";null;null;"02";"1";"Kerpen, GG Rathausschule";1;"19950801";"06";"12646";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"192880@schule.nrw.de";"";1;0;"1";"0";"0";0;null;"0";"0";"0";338898;5642898
"192892";"113000";"Emscherschule";"Städt. Gem. Grundschule";"- Primarstufe -";"45329";"Essen";"Stapenhorststr. 20";"0201";"8378546";"0201";"8378547";null;null;"02";"1";"Essen, GG Emscherschule";1;"19960801";"03";"10066";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"192892@schule.nrw.de";"http://www.emscherschule.de";1;0;"1";"0";"0";0;null;"0";"0";"0";361582;5708263
"192909";"362028";"Lebenshilfe NRW Berufskolleg gGmbH";"Fachschule für Heilerziehungspflege";"Berufsfachschule für Sozialassistenz";"50354";"Hürth";"Hermülheimer Str. 12-14";"02233";"31286";"02233";"935095";null;null;"30";"2";"Hürth, BK Lebenshilfe NRW";1;"19960201";"44";"73880";"";"";"0";" ";"0";"0";null;null;null;" ";"192909@schule.nrw.de";"http://www.lebenshilfe-berufskolleg.nrw.de";1;0;"0";"0";"0";0;null;"0";"0";"0";347958;5639830
"192910";"974052";"Hedwig-Dransfeld-Schule";"LWL-Förderschule, Förderschwerpunkt";"Körperliche und motorische Entwicklung";"59457";"Werl";"Buchenweg 30";"02922";"97870";"02922";"978719";null;null;"08";"1";"Werl, FÖ KM Hedwig-Dransfeld-Schule";1;"19950801";"09";"10030";null;"";"1";"KB";"0";"0";null;null;null;" ";"192910@schule.nrw.de";"http://www.lwl-hedwig-dransfeld-schule.de";1;0;"0";"0";"0";0;null;"0";"0";"0";423683;5711252
"192922";"915000";"Mark-Twain-Schule, Förderschule der";"Stadt Hamm, FSP Emotionale und soziale";"Entwicklung, Primarstufe";"59073";"Hamm";"Torneweg 5";"02381";"304351";"02381";"304354";null;null;"08";"1";"Hamm, FÖ ES Mark-Twain-Schule";1;"19950801";"03";"10315";null;"";"0";"EZ";"0";"0";null;null;null;" ";"192922@schule.nrw.de";"";1;0;"1";"0";"0";0;null;"0";"0";"0";418994;5728297
"192934";"562004";"Berufskolleg Castrop-Rauxel";"- Sekundarstufe II -";"";"44579";"Castrop-Rauxel";"Wartburgstr. 100";"02305";"972210";"02305";"972218704";null;null;"30";"1";"Castrop-Rauxel, BK Wartburgstr.";1;"19950801";"04";"73775";"";"";"0";" ";"0";"0";null;null;null;" ";"192934@schule.nrw.de";"http://www.bkcr.de";1;0;"0";"1";"0";0;null;"0";"0";"0";382550;5715944
"192946";"562008";"Berufskolleg Ostvest";"- Sekundarstufe II -";"";"45711";"Datteln";"Hans-Böckler-Str. 2";"02363";"3780";"02363";"3788988";null;null;"30";"1";"Datteln, BK Ostvest";1;"19950801";"04";"73775";"";"";"0";" ";"0";"0";null;null;null;" ";"192946@schule.nrw.de";"http://www.bk-ostvest.de";1;0;"0";"0";"0";0;null;"0";"0";"0";384725;5723476
"192983";"570004";"St. Vincenz-Berufskolleg";"Priv. Fachsch. für Heilerziehungspflege";"Berufsfachsch. für Heilerziehungshilfe";"59227";"Ahlen";"Robert-Koch-Str. 41";"02382";"858-225";"02382";"858223";null;null;"30";"2";"Ahlen, BK St. Vincenz-Berufskolleg,priv.";1;"19960201";"54";"73891";"";"";"0";" ";"0";"0";null;null;null;" ";"192983@schule.nrw.de";"";1;0;"0";"0";"0";0;null;"0";"0";"0";422926;5735671
"193008";"513000";"Berufskolleg für Technik";"und Gestaltung";"der Stadt Gelsenkirchen";"45881";"Gelsenkirchen";"Overwegstr. 63";"0209";"450310";"0209";"4503114";null;null;"30";"1";"Gelsenkirchen, BK Technik und Gestaltung";1;"19950801";"03";"10224";"";"";"0";" ";"0";"0";null;null;null;" ";"193008@schule.nrw.de";"http://www.btg-ge.de";1;0;"0";"0";"0";0;null;"0";"0";"0";367258;5708904
"193010";"562032";"Bernard Overberg Schule";"Städt. Realschule für Jungen und Mädchen";"";"45663";"Recklinghausen";"Overbergstr. 99";"02361";"6580810";"02361";"6580814";null;null;"10";"1";"Recklinghausen, RS Bernard Overberg";1;"19950801";"06";"10250";null;"";"0";" ";"0";"0";null;null;null;" ";"193010@schule.nrw.de";"http://www.rsoverberg.de";1;0;"0";"0";"0";0;null;"0";"0";"0";377458;5715699
"193021";"315000";"Freie Schule Köln - Gesamtschule";"(Ersatzschule) besonderer Prägung-Sek.I-";"des Vereins Freie Schule Köln e. V.";"50670";"Köln";"Bernhard-Letterhaus-Str. 17";"0221";"8888210";"0221";"88882120";null;null;"15";"2";"Köln, GE Freie Schule";1;"19950801";"36";"73910";null;"";"1";" ";"0";"0";null;null;null;" ";"193021@schule.nrw.de";"http://www.freie-schule-koeln.de";1;0;"0";"0";"0";0;null;"0";"0";"0";356169;5646835
"193033";"170024";"Hermann-Runge-Gesamtschule";"- Sekundarstufen I und II -";"";"47441";"Moers";"Gabelsbergerstr. 14";"02841";"79060";"02841";"790640";null;null;"15";"1";"Moers, GE Hermann-Runge";1;"19960801";"06";"12130";null;"";"1";" ";"0";"0";null;null;null;" ";"193033@schule.nrw.de";"http://www.hermann-runge-gesamtschule.de";1;0;"0";"0";"0";0;null;"0";"0";"0";335454;5702965
"193045";"970040";"Johanna-Ruß-Schule";"-Ersatzschule eigener Art- Förderschule";"auf der Grundlage der Waldorfpädagogik";"57072";"Siegen";"Numbachstr. 3";"0271";"23313";"0271";"2331450";null;null;"17";"2";"Siegen, FW Johanna-Ruß-Schule";1;"19950801";"60";"79583";"";"S";"3";" ";"0";"0";null;null;null;" ";"193045@schule.nrw.de";"http://www.foerderschule-siegen.de";1;0;"0";"0";"0";0;null;"0";"0";"0";429883;5637331
"193057";"158032";"Windrather Talschule";"Freie Waldorfschule";"Private Schule eigener Art i.E.";"42555";"Velbert";"Panner Str. 24";"02052";"92640";"02052";"926411";null;null;"17";"2";"Velbert, FW Talschule";1;"19950801";"60";"78335";"";"AS";"1";" ";"1";"0";null;null;null;" ";"193057@schule.nrw.de";"http://www.windrather-talschule.de";1;0;"1";"0";"0";0;null;"0";"0";"0";369725;5690034
"193069";"954016";"Schule für Kranke  ( Ersatzschule )";"der VAMED Klinik Hattingen GmbH";"";"45527";"Hattingen";"Am Hagen 20";"02324";"966869";"";"";null;null;"83";"2";"Hattingen, KR VAMED Klinik GmbH";1;"19950801";"35";"73933";"";"";"1";"KR";"0";"0";null;null;null;" ";"193069@schule.nrw.de";"";1;0;"0";"0";"0";0;null;"0";"0";"0";375910;5694755
"193070";"570032";"Franz-von-Assisi-Schule";"Kath. Grundschule der Gemeinde Ostbevern";"";"48346";"Ostbevern";"Schulstr. 15";"02532";"90230";"";"";null;null;"02";"1";"Ostbevern, KG Franz-von-Assisi";1;"19960801";"06";"15155";"";"RKB";"0";" ";"0";"0";null;null;null;" ";"193070@schule.nrw.de";"";1;0;"1";"0";"0";0;null;"0";"0";"0";420704;5765499
"193082";"114000";"Regenbogenschule";"Städt. Gem. Grundschule";"- Primarstufe -";"47805";"Krefeld";"Gladbacher Str. 277";"02151";"318737";"02151";"8207096";null;null;"02";"1";"Krefeld, GG Regenbogen";1;"19960801";"03";"10078";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"193082@schule.nrw.de";"http://www.regenbogenschule-kr.de";1;0;"1";"1";"0";0;null;"0";"0";"0";329876;5687758
"193094";"766020";"Fürstin-Pauline-Schule";"Förderschule des Kreises Lippe, Förder-";"schwerp. Emot.u.soziale Entwickl., Sek.I";"32756";"Detmold";"Anne-Frank-Str. 2";"05231";"303335";"05231";"303341";null;null;"08";"1";"Detmold, FÖ ES Fürstin-Pauline-Schule";1;"19960801";"04";"10674";null;"";"3";"EZ";"0";"0";null;null;null;" ";"193094@schule.nrw.de";"http://www.fuerstin-pauline-schule.de";1;0;"0";"0";"0";0;null;"0";"0";"0";492669;5755166
"193112";"962040";"Städt. Gem . Grundschule Platte Heide";"Grundschulverbund mit Teilstandort";"Malvenweg  - Primarstufe -";"58708";"Menden (Sauerland)";"Robert-Leusmann-Str. 2";"02373";"9038400";"02373";"9038410";null;null;"02";"1";"Menden, GG (Verb.)Platte Heide/Malvenweg";1;"19960801";"06";"17036";"";"GMS";"0";" ";"2";"0";null;null;null;" ";"193112@schule.nrw.de";"";1;0;"1";"0";"0";0;null;"0";"0";"0";414628;5699780
"193136";"711000";"Städt. Gem. Grundschule";"Am Waldschlösschen";"";"33739";"Bielefeld";"Am Waldschlößchen 66";"05206";"96958811";"05206";"96958815";null;null;"02";"1";"Bielefeld, GG Am Waldschlösschen";1;"19960801";"03";"10261";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"193136@schule.nrw.de";"http://gs-waldschloesschen.de";1;0;"1";"0";"0";0;null;"0";"0";"0";467995;5771488
"193148";"558016";"Grundschule Dernekamp";"Städt. Gem. Grundschule";"- Primarstufe -";"48249";"Dülmen";"Fröbelstr. 2";"02594";"785595";"02594";"785604";null;null;"02";"1";"Dülmen, GG Dernekamp";1;"19990801";"06";"14000";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"193148@schule.nrw.de";"";1;0;"1";"0";"0";0;null;"0";"0";"0";383192;5742047
"193150";"374012";"Städt. Realschule Gummersbach-Steinberg";"- Sekundarstufe I -";"";"51643";"Gummersbach";"Waldstr. 14";"02261";"21044";"02261";"921470";null;null;"10";"1";"Gummersbach, RS Steinberg";1;"19960801";"06";"12932";null;"";"0";" ";"0";"0";null;null;null;" ";"193150@schule.nrw.de";"http://www.rs-steinberg.de";1;0;"0";"0";"0";0;null;"0";"0";"0";398580;5654480
"193161";"962032";"Erwin-Welke-Schule";"Städt. Gem. Grundschule";"- Primarstufe -";"58507";"Lüdenscheid";"Fuelbecker Str. 45";"02351";"9299090";"02351";"92990920";null;null;"02";"1";"Lüdenscheid, GG Erwin-Welke-Schule";1;"19960801";"06";"16366";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"193161@schule.nrw.de";"";1;0;"1";"0";"0";0;null;"0";"0";"1";405025;5676563
"193173";"334016";"Dietrich-Bonhoeffer-Schule";"Städt. Gem. Grundschule";"- Primarstufe -";"52134";"Herzogenrath";"Dietrich-Bonhoeffer-Str. 30";"02406";"97900";"02406";"979020";null;null;"02";"1";"Herzogenrath, GG Dietrich-Bonhoeffer";1;"19960801";"06";"13389";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"193173@schule.nrw.de";"";1;0;"1";"0";"0";0;null;"0";"0";"0";297415;5641289
"193185";"974028";"Hedwig-Schule, Förderschule";"der Stadt Lippstadt, Förderschwerpunkt";"Emotionale und soziale Entwicklung";"59557";"Lippstadt";"St.-Hedwig-Str. 24";"02941";"14922";"02941";"14949";null;null;"08";"1";"Lippstadt, FÖ ES Hedwig-Schule";1;"19960801";"06";"17243";null;"";"0";"EZ";"0";"0";null;null;null;" ";"193185@schule.nrw.de";"";1;0;"1";"0";"0";0;null;"0";"0";"0";454066;5722739
"193197";"754040";"Gem. Grundschule Laukshof";"der Gemeinde Steinhagen";"- Primarstufe -";"33803";"Steinhagen";"Laukshof 12";"05204";"997772";"05204";"997771";null;null;"02";"1";"Steinhagen, GG Laukshof";1;"19960801";"06";"15600";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"193197@schule.nrw.de";"http://www.gs-laukshof.de";1;0;"1";"0";"0";0;null;"0";"0";"0";460700;5761509
"193203";"334016";"Käthe-Kollwitz-Schule,Städt.Förderschule";"im Verb., Förderschwerp. Lernen, Sprache";"und Emotionale u. soziale Entwicklung";"52134";"Herzogenrath";"Leonhardstr. 21";"02406";"3980";"02406";"7857";null;null;"08";"1";"Herzogenrath, FÖ LE,SQ,ES Käthe-Kollwitz";1;"19960801";"06";"13389";null;"";"1";"LB";"1";"0";null;null;null;" ";"193203@schule.nrw.de";"http://www.kaethe-kollwitz-schule-herzogenrath.de";1;0;"1";"0";"0";0;null;"0";"0";"0";295828;5639664
"193227";"362012";"Gesamtschule der Stadt Brühl";"- Sekundarstufen I und II -";"";"50321";"Brühl";"Otto-Wels-Str. 1";"02232";"18120";"02232";"181219";null;null;"15";"1";"Brühl, GE Otto-Wels-Str.";1;"19960801";"06";"12816";null;"";"1";" ";"0";"0";null;null;null;" ";"193227@schule.nrw.de";"http://www.gesamtschule-bruehl.de";1;0;"0";"0";"0";0;null;"0";"0";"0";352210;5631283
"193240";"382020";"Gesamtschule Hennef-Meiersheide";"der Stadt Hennef";"- Sekundarstufen I und II -";"53773";"Hennef (Sieg)";"Meiersheide 20";"02242";"92790";"02242";"927979";null;null;"15";"1";"Hennef, GE Hennef-Meiersheide";1;"19960801";"06";"13201";null;"";"1";" ";"0";"0";null;null;null;" ";"193240@schule.nrw.de";"";1;0;"0";"0";"0";0;null;"1";"0";"0";380786;5625443
"193252";"112000";"Globus am Dellplatz";"Städtische Gesamtschule Duisburg";"- Schule der Sekundarstufen I und II -";"47051";"Duisburg";"Gottfried-Könzgen-Str. 3";"0203";"286490";"0203";"2864930";null;null;"15";"1";"Duisburg, GE Globus am Dellplatz";1;"19960801";"03";"10054";null;"";"1";" ";"0";"0";null;null;null;" ";"193252@schule.nrw.de";"http://www.gesamtschule-globus-am-dellplatz.de";1;0;"0";"0";"0";0;null;"1";"0";"0";344287;5699943
"193276";"162024";"Herbert-Karrenberg-Schule";"Städt. Verbundschule";"Förderschule Lernen u. Schule für Kranke";"41462";"Neuss";"Neusser Weyhe 20";"02131";"569937";"02131";"569938";null;null;"08";"1";"Neuss, FÖ LE, KR Herbert-Karrenberg";1;"19960801";"04";"10418";null;"";"0";"LB";"1";"0";null;null;null;" ";"193276@schule.nrw.de";"http://herbert-karrenberg-schule.de";1;0;"1";"0";"0";0;null;"0";"0";"0";337559;5676401
"193290";"315000";"Tages- und Abendschule Köln ( TAS )";"Staatl. anerkanntes Weiterbildungskolleg";"Abendrealschule - Ersatzschule -";"51063";"Köln";"Genovevastr. 72";"0221";"9620210";"0221";"9620219";null;null;"25";"2";"Köln, WBK RS, Gym Tages- und Abendschule";1;"19960801";"36";"75085";"";"GR";"0";" ";"1";"0";null;null;null;" ";"193290@schule.nrw.de";"http://www.tas-koeln.de";1;0;"0";"0";"0";0;null;"0";"0";"0";360158;5647793
"193306";"166028";"Gem. Grundschule Corneliusstr.-St.Tönis";"- Primarstufe -";"";"47918";"Tönisvorst";"Corneliusstr. 200";"02151";"702870";"02151";"702877";null;null;"02";"1";"Tönisvorst, GG Corneliusstr.";1;"19980801";"06";"12026";"";"GMS";"0";" ";"0";"0";null;null;null;" ";"193306@schule.nrw.de";"http://gemeinschaftsgrundschule-corneliusstrasse-toenisvorst.de";1;0;"1";"0";"0";0;null;"0";"0";"0";325480;5687713
"193318";"911000";"Paul-Dohrmann-Schule";"Städt. Förderschule, Förderschwerpunkt";"Emotionale und soziale Entwicklung (P)";"44803";"Bochum";"Wasserstr. 46";"0234";"9351450";"0234";"9351452";null;null;"08";"1";"Bochum, FÖ ES Paul-Dohrmann-Schule";1;"19960801";"03";"10273";null;"";"0";"EZ";"0";"0";null;null;null;" ";"193318@schule.nrw.de";"";1;0;"1";"0";"0";0;null;"0";"0";"0";377892;5703353
"193320";"766064";"August-Hermann-Francke-Gesamts.Schlangen";"Freie ev. Privatschule Sek. I und II";"d. Christl. Schulvereins Paderborn e.V.";"33189";"Schlangen";"Rosenstr. 15";"05252";"9764940";"05252";"9764942";null;null;"15";"2";"Schlangen, GE August-Hermann-Francke";1;"20160801";"44";"83112";null;"";"0";" ";"0";"0";null;null;null;" ";"193320@schule.nrw.de";"http://www.ahfs-paderborn.de";1;0;"0";"0";"0";0;null;"0";"0";"0";488990;5740019
"193331";"113000";"Franz Sales Berufskolleg";"Priv.Fachschule für Heilerziehungspflege";"und Heilerziehungshilfe";"45138";"Essen";"Steeler Str. 261";"0201";"2769501";"0201";"2769505";null;null;"30";"2";"Essen, BK Franz Sales";1;"19960801";"35";"76284";"";"";"0";" ";"0";"0";null;null;null;" ";"193331@schule.nrw.de";"http://www.franz-sales-haus.de";1;0;"0";"0";"0";0;null;"0";"0";"0";363910;5701466
