BKIndex;Flag;FKS;AP;BGrp;BFeld;Ebene3;BAKLALT;BAGRALT;Sortierung;Status;Flag_APOBK;Beschreibung;Beschreibung_W;Beschreibung_MW;geaendert;BAKL;BAGR;Ebene1;Ebene2
10;"1";"177";"05";"T";"ET";"A4";"31";"3163";10;"Ausgelaufen";"1";"Elektroniker für Geräte und Systeme";"Elektronikerin für Geräte und Systeme";"Elektroniker/-in für Geräte und Systeme";;"*****";"2631211";"TN";"**"
10;"1";"183";"05";"O";"OH";"A3";"82";"8234";10;"********************";"1";"Fachangestellter für Medien- und Informationsdienste - Medizinische Dokumentation";"Fachangestellte für Medien- und Informationsdienste - Medizinische Dokumentation";"Fachangestellte/-r für Medien- und Informationsdienste - Medizinische Dokumentation";;"*****";"7334201";"WV";"**"
10;"1";"232";"05";"A";"AW";"A3";"05";"0510";10;"********************";"1";"Gärtner - Gemüsebau";"Gärtnerin - Gemüsebau";"Gärtner/-in - Gemüsebau";;"*****";"1211201";"AW";"**"
10;"3";"265";"05";"T";"HT";"**";"50";"5053";10;"Ausgelaufen";"1";"Holzmechaniker - Sitzmöbel- und Gestellindustrie";"Holzmechanikerin - Sitzmöbel- und Gestellindustrie";"Holzmechaniker/-in - Sitzmöbel- und Gestellindustrie";;"*****";"2234207";"**";"**"
10;"1";"272";"05";"O";"OH";"A3";"12";"1212";10;"********************";"1";"Industriekeramiker - Modelltechnik";"Industriekeramikerin - Modelltechnik";"Industriekeramiker/-in - Modelltechnik";;"*****";"2142202";"TN";"**"
10;"1";"329";"05";"G";"FR";"A3";"51";"5110";10;"********************";"1";"Maler und Lackierer - Gestaltung und Instandhaltung";"Malerin und Lackiererin - Gestaltung und Instandhaltung";"Maler/-in und Lackierer/-in - Gestaltung und Instandhaltung";;"*****";"3321212";"TN";"**"
10;"1";"337";"05";"O";"OH";"A3";"17";"1720";10;"********************";"1";"Mediengestalter Digital und Print - Beratung und Planung";"Mediengestalterin Digital und Print - Beratung und Planung";"Mediengestalter/-in Digital und Print - Beratung und Planung";;"*****";"6112201";"GT";"**"
10;"1";"339";"05";"T";"MT";"A4";"25";"2560";10;"********************";"1";"Metallbauer - Metallgestaltung";"Metallbauerin - Metallgestaltung";"Metallbauer/-in - Metallgestaltung";;"*****";"2441210";"TN";"**"
10;"1";"340";"05";"O";"OH";"A3";"**";"****";10;"********************";"1";"Metallbildner - Metalldrücktechnik";"Metallbildnerin - Metalldrücktechnik";"Metallbildner/-in - Metalldrücktechnik";;"*****";"9351206";"GT";"**"
10;"3";"368";"05";"A";"AW";"**";"83";"8382";10;"Ausgelaufen";"1";"Pferdewirt - Trabrennfahren";"Pferdewirtin - Trabrennfahren";"Pferdewirt/-in - Trabrennfahren";;"*****";"********";"**";"**"
10;"1";"416";"05";"O";"OH";"A3";"78";"7873";10;"********************";"1";"Sozialversicherungsfachangestellter - landwirtschaftliche Sozialversicherung";"Sozialversicherungsfachangestellte - landwirtschaftliche Sozialversicherung";"Sozialversicherungsfachangestellte/-r - landwirtschaftliche Sozialversicherung";;"*****";"7321209";"WV";"**"
10;"3";"439";"05";"T";"MT";"**";"64";"6410";10;"Ausgelaufen";"1";"Technischer Zeichner - Maschinen- und Anlagentechnik";"Technische Zeichnerin - Maschinen- und Anlagentechnik";"Technische/-r Zeichner/-in - Maschinen- und Anlagentechnik";;"*****";"2721205";"**";"**"
10;"3";"443";"05";"O";"OH";"**";"34";"3493";10;"Ausgelaufen";"1";"Textilmaschinenführer - Vliesstoff";"Textilmaschinenführerin - Vliesstoff";"Textilmaschinenführer/-in - Vliesstoff";;"*****";"2810202";"**";"**"
10;"3";"444";"05";"O";"OH";"**";"34";"3442";10;"Ausgelaufen";"1";"Textilmechaniker - Strickerei u. Wirkerei";"Textilmechanikerin - Strickerei u. Wirkerei";"Textilmechaniker/-in - Strickerei u. Wirkerei";;"*****";"********";"**";"**"
10;"1";"453";"05";"A";"AW";"A3";"02";"0230";10;"********************";"1";"Tierwirt - Schweinehaltung";"Tierwirtin - Schweinehaltung";"Tierwirt/-in - Schweinehaltung";;"*****";"1121204";"OZ";"**"
10;"1";"461";"05";"O";"OH";"A3";"15";"1520";10;"********************";"1";"Verfahrensmechaniker für Kunststoff- und Kautschuktechnik - Bauteile";"Verfahrensmechanikerin für Kunststoff- und Kautschuktechnik - Bauteile";"Verfahrensmechaniker/-in für Kunststoff- und Kautschuktechnik - Bauteile";;"*****";"2210205";"TN";"**"
10;"1";"468";"05";"W";"WV";"A3";"78";"7878";10;"********************";"1";"Verwaltungsfachangestellter - Gliederkirchen der Evangelischen Kirchen in Deutschland öD";"Verwaltungsfachangestellte - Gliederkirchen der Evangelischen Kirchen in Deutschland öD";"Verwaltungsfachangestellte/-r - Gliederkirchen der Evangelischen Kirchen in Deutschland öD";;"*****";"7328205";"WV";"**"
10;"1";"516";"05";"T";"FT";"A4";"**";"****";10;"********************";"1";"Kraftfahrzeugmechatroniker - System- und Hochvolttechnik";"Kraftfahrzeugmechatronikerin - System- und Hochvolttechnik";"Kraftfahrzeugmechatroniker/-in - System- und Hochvolttechnik";;"*****";"2521226";"TN";"**"
10;"1";"519";"05";"O";"OH";"A4";"11";"1120";10;"********************";"1";"Verfahrensmechaniker in der Steine- und Erdenindustrie - vorgefertigte Betonteile";"Verfahrensmechanikerin in der Steine- und Erdenindustrie - vorgefertigte Betonteile";"Verfahrensmechaniker/-in in der Steine- und Erdenindustrie - vorgefertigte Betonteile";;"*****";"2122209";"TN";"**"
10;"3";"531";"05";"O";"OH";"**";"54";"5400";10;"Ausgelaufen";"1";"Maschinen- und Anlagenführer - Textilveredlung";"Maschinen- und Anlagenführerin - Textilveredlung";"Maschinen- und Anlagenführer/-in - Textilveredlung";;"*****";"2512201";"**";"**"
10;"1";"597";"05";"O";"OH";"A3";"34";"3440";10;"********************";"1";"Textilgestalter im Handwerk - Stricken";"Textilgestalterin im Handwerk - Stricken";"Textilgestalter/-in im Handwerk - Stricken";;"*****";"2812209";"GT";"**"
10;"4";"999";"05";"T";"ET";"XX";"**";"****";20;"noch ohne Schlüssel";"1";"Sonstiger Ausbildungsberuf Elektrotechnik";"Sonstiger Ausbildungsberuf Elektrotechnik";"Sonstiger Ausbildungsberuf Elektrotechnik";;"*****";"********";"XX";"XX"
40;"3";"101";"05";"E";"EH";"**";"**";"****";80;"Ausgelaufen";"3";"Schüler mit Arbeitsverhältnis und Praktikanten - Ernährung und Hauswirtschaft";"Schülerinnen mit Arbeitsverhältnis und Praktikantinnen - Ernährung und Hauswirtschaft";"Schüler/-innen mit Arbeitsverh. u. Praktikanten/Praktikantinnen - Ernährung u. Hauswirtschaft";;"*****";"********";"**";"**"
40;"3";"102";"05";"E";"EH";"**";"**";"****";90;"Ausgelaufen";"3";"Schüler in berufsvorb. Maßnahmen der AV u. freier Träger - Ernährung und Hauswirtschaft";"Schülerinnen in berufsvorb. Maßnahmen der AV u. freier Träger - Ernährung und Hauswirtschaft";"Schüler/-innen in berufsvorb. Maßn. der AV u. freier Träger - Ernährung und Hauswirtschaft";;"*****";"********";"**";"**"
40;"3";"103";"05";"E";"EH";"**";"**";"****";100;"Ausgelaufen";"3";"Schüler ohne Arbeitsverhältnis - Ernährung und Hauswirtschaft";"Schülerinnen ohne Arbeitsverhältnis - Ernährung und Hauswirtschaft";"Schüler/-innen ohne Arbeitsverhältnis - Ernährung und Hauswirtschaft";;"*****";"********";"**";"**"
40;"3";"104";"05";"E";"EH";"**";"**";"****";110;"Ausgelaufen";"3";"Werkstattjahr - Ernährung und Hauswirtschaft";"Werkstattjahr - Ernährung und Hauswirtschaft";"Werkstattjahr - Ernährung und Hauswirtschaft";;"*****";"********";"**";"**"
56;"3";"177";"05";"*";"**";"**";"**";"****";143;"Auslaufend";"2";"Elektroniker für Geräte und Systeme";"Elektronikerin für Geräte und Systeme";"Elektroniker/-in für Geräte und Systeme";;"*****";"2631210";"TN";"**"
57;"1";"106";"05";"*";"**";"**";"**";"****";145;"********************";"2";"Medizintechnik";"Medizintechnik";"Medizintechnik";;"82";"********";"TN";"MD"
58;"1";"106";"05";"*";"**";"AP";"**";"****";148;"********************";"2";"Schüler mit Arbeitsverh. u. Praktikanten - Medizintechnik";"Schülerinnen mit Arbeitsverh. u. Praktikantinnen - Medizintechnik";"Schüler/-innen mit Arbeitsverh. u. Praktikanten/Praktikantinnen - Medizintechnik";;"*****";"********";"TN";"MD"
58;"1";"206";"05";"*";"**";"AV";"**";"****";149;"********************";"2";"Schüler in berufsvorb. Maßn. der AV u. freier Träger - Medizintechnik";"Schülerinnen in berufsvorb. Maßn. der AV u. freier Träger - Medizintechnik";"Schüler/-innen in berufsvorb. Maßn. der AV u. freier Träger - Medizintechnik";;"*****";"********";"TN";"MD"
58;"1";"306";"05";"*";"**";"OA";"**";"****";150;"********************";"2";"Schüler ohne Arbeitsverhältnis - Medizintechnik";"Schülerinnen ohne Arbeitsverhältnis - Medizintechnik";"Schüler/-innen ohne Arbeitsverhältnis - Medizintechnik";;"*****";"********";"TN";"MD"
58;"1";"406";"05";"*";"**";"WJ";"**";"****";151;"********************";"2";"Werkstattjahr - Medizintechnik";"Werkstattjahr - Medizintechnik";"Werkstattjahr - Medizintechnik";;"*****";"********";"TN";"MD"
58;"1";"606";"05";"*";"**";"AV";"**";"****";151;"********************";"2";"Berufsvorb. Bildungsmaßn. Rehabilitation (BvB Reha) - Medizintechnik";"Berufsvorb. Bildungsmaßn. Rehabilitation (BvB Reha) - Medizintechnik";"Berufsvorb. Bildungsmaßn. Rehabilitation (BvB Reha) - Medizintechnik";;"*****";"********";"TN";"MD"
63;"1";"177";"05";"*";"**";"**";"**";"****";159;"********************";"2";"Elektroniker für Geräte und Systeme";"Elektronikerin für Geräte und Systeme";"Elektroniker/-in für Geräte und Systeme";;"*****";"2631210";"TN";"**"
90;"3";"106";"05";"G";"FR";"**";"13";"1350";210;"Ausgelaufen";"3";"Glasveredler - Kanten- und Flächenveredlung";"Glasveredlerin - Kanten- und Flächenveredlung";"Glasveredler/-in - Kanten- und Flächenveredlung";;"*****";"2134205";"**";"**"
90;"3";"112";"05";"T";"ET";"**";"31";"3163";210;"Ausgelaufen";"3";"Elektroniker für Geräte und Systeme";"Elektronikerin für Geräte und Systeme";"Elektroniker/-in für Geräte und Systeme";;"*****";"2631210";"**";"**"
91;"1";"106";"05";"*";"**";"**";"**";"****";221;"********************";"2";"Medizintechnik";"Medizintechnik";"Medizintechnik";;"82";"********";"TN";"MD"
92;"1";"106";"05";"*";"**";"**";"**";"****";223;"********************";"2";"Medizintechnik";"Medizintechnik";"Medizintechnik";;"71";"********";"TN";"MD"
100;"1";"113";"05";"G";"GS";"**";"**";"****";230;"********************";"1";"Gestaltungstechnischer Assistent - Grafikdesign und Objektdesign";"Gestaltungstechnische Assistentin - Grafikdesign und Objektdesign";"Gestaltungstechnische/-r Assistent/-in - Grafikdesign und Objektdesign";;"*****";"2321206";"GT";"**"
100;"1";"117";"05";"W";"WV";"**";"**";"****";230;"********************";"1";"Kaufmännischer Assistent - Betriebsinformatik";"Kaufmännische Assistentin - Betriebsinformatik";"Kaufmännische/-r Assistent/-in - Betriebsinformatik";;"*****";"4311206";"WV";"**"
110;"1";"110";"05";"G";"GS";"**";"83";"8343";250;"********************";"1";"Gestaltungstechnischer Assistent - Grafikdesign und Objektdesign";"Gestaltungstechnische Assistentin - Grafikdesign und Objektdesign";"Gestaltungstechnische/-r Assistent/-in - Grafikdesign und Objektdesign";;"*****";"2321206";"GT";"**"
110;"1";"114";"05";"O";"OH";"**";"77";"7744";250;"********************";"1";"Informatiker - Wirtschaft";"Informatikerin - Wirtschaft";"Informatiker/-in - Wirtschaft";;"*****";"4311202";"IF";"**"
110;"1";"117";"05";"W";"WV";"**";"**";"****";250;"********************";"1";"Kaufmännischer Assistent - Betriebsinformatik";"Kaufmännische Assistentin - Betriebsinformatik";"Kaufmännische/-r Assistent/-in - Betriebsinformatik";;"*****";"4311206";"WV";"**"
145;"1";"113";"05";"*";"**";"**";"**";"****";327;"********************";"2";"Gestaltungstechnischer Assistent - Grafikdesign und Objektdesign";"Gestaltungstechnische Assistentin - Grafikdesign und Objektdesign";"Gestaltungstechnische/-r Assistent/-in - Grafikdesign und Objektdesign";;"*****";"2321206";"GT";"**"
145;"1";"117";"05";"*";"**";"**";"**";"****";327;"********************";"2";"Kaufmännischer Assistent - Betriebsinformatik";"Kaufmännische Assistentin - Betriebsinformatik";"Kaufmännische/-r Assistent/-in - Betriebsinformatik";;"*****";"4311206";"WV";"**"
210;"1";"114";"05";"T";"TC";"BP";"62";"6239";440;"********************";"1";"FS Technik/Baudenkmalpflege und Altbauerneuerung - angewandte Baudenkmalpflege";"FS Technik/Baudenkmalpflege und Altbauerneuerung - angewandte Baudenkmalpflege";"FS Technik/Baudenkmalpflege und Altbauerneuerung - angewandte Baudenkmalpflege";;"*****";"3115301";"TE";"BP"
210;"1";"117";"05";"T";"TC";"TG";"62";"6250";440;"********************";"1";"FS Technik/Bergbautechnik - Tagebautechnik";"FS Technik/Bergbautechnik - Tagebautechnik";"FS Technik/Bergbautechnik - Tagebautechnik";;"*****";"2111301";"TE";"BB"
210;"3";"123";"05";"T";"TC";"**";"62";"6229";440;"Ausgelaufen";"1";"FS Technik/Elektrotechnik - Kommunikationstechnik";"FS Technik/Elektrotechnik - Kommunikationstechnik";"FS Technik/Elektrotechnik - Kommunikationstechnik";;"*****";"********";"**";"**"
210;"3";"137";"05";"T";"TC";"**";"62";"6210";440;"Ausgelaufen";"1";"FS Technik/Maschinenbautechnik - System- u. Automatisierungstechnik";"FS Technik/Maschinenbautechnik - System- u. Automatisierungstechnik";"FS Technik/Maschinenbautechnik - System- u. Automatisierungstechnik";;"*****";"********";"**";"**"
210;"1";"148";"05";"W";"WI";"MV";"78";"7853";440;"********************";"1";"FS Wirtschaft/Betriebswirtschaft - Medizinische Verwaltung";"FS Wirtschaft/Betriebswirtschaft - Medizinische Verwaltung";"FS Wirtschaft/Betriebswirtschaft - Medizinische Verwaltung";;"*****";"6121302";"WI";"BW"
220;"3";"101";"05";"A";"AW";"**";"05";"0515";460;"Ausgelaufen";"1";"FS Agrarwirtschaft Gartenbau - Gemüsebau";"FS Agrarwirtschaft Gartenbau - Gemüsebau";"FS Agrarwirtschaft Gartenbau - Gemüsebau";;"*****";"********";"**";"**"
230;"1";"101";"05";"S";"SG";"**";"86";"8660";490;"********************";"1";"FS Sozialwesen/Heilerziehungspflege (integrierte Form)";"FS Sozialwesen/Heilerziehungspflege (integrierte Form)";"FS Sozialwesen/Heilerziehungspflege (integrierte Form)";;"*****";"8313303";"SW";"HP"
230;"1";"102";"05";"S";"SG";"**";"86";"8610";480;"********************";"1";"FS Sozialwesen/Sozialpädagogik (integrierte Form)";"FS Sozialwesen/Sozialpädagogik (integrierte Form)";"FS Sozialwesen/Sozialpädagogik (integrierte Form)";;"*****";"8312301";"SW";"SP"
10;"1";"115";"06";"T";"BT";"A3";"**";"****";10;"********************";"1";"Baustoffprüfer - Mörtel- und Betontechnik";"Baustoffprüferin - Mörtel- und Betontechnik";"Baustoffprüfer/-in - Mörtel- und Betontechnik";;"*****";"4143201";"TN";"**"
10;"1";"152";"06";"T";"BT";"A3";"**";"****";10;"********************";"1";"Dachdecker - Energietechnik an Dach und Wand";"Dachdeckerin - Energietechnik an Dach und Wand";"Dachdecker/-in - Energietechnik an Dach und Wand";;"*****";"3214202";"TN";"**"
10;"1";"177";"06";"T";"ET";"A4";"31";"3125";10;"********************";"1";"Elektroniker - Informations- und Telekommunikationstechnik";"Elektronikerin - Informations- und Telekommunikationstechnik";"Elektroniker/-in - Informations- und Telekommunikationstechnik";;"*****";"2631210";"TN";"**"
10;"1";"232";"06";"A";"AW";"A3";"05";"0510";10;"********************";"1";"Gärtner - Obstbau";"Gärtnerin - Obstbau";"Gärtner/-in - Obstbau";;"*****";"1211202";"AW";"**"
10;"3";"265";"06";"T";"HT";"**";"50";"5052";10;"Ausgelaufen";"1";"Holzmechaniker - Bauzubehörindustrie";"Holzmechanikerin - Bauzubehörindustrie";"Holzmechaniker/-in - Bauzubehörindustrie";;"*****";"2234206";"**";"**"
10;"1";"272";"06";"O";"OH";"A3";"12";"1211";10;"********************";"1";"Industriekeramiker - Verfahrenstechnik";"Industriekeramikerin - Verfahrenstechnik";"Industriekeramiker/-in - Verfahrenstechnik";;"*****";"2142205";"TN";"**"
10;"1";"329";"06";"G";"FR";"A3";"51";"5119";10;"********************";"1";"Maler und Lackierer - Kirchenmalerei und Denkmalpflege";"Malerin und Lackiererin - Kirchenmalerei und Denkmalpflege";"Maler/-in und Lackierer/-in - Kirchenmalerei und Denkmalpflege";;"*****";"3321213";"TN";"**"
10;"1";"337";"06";"O";"OH";"A3";"17";"1720";10;"********************";"1";"Mediengestalter Digital und Print - Gestaltung und Technik";"Mediengestalterin Digital und Print - Gestaltung und Technik";"Mediengestalter/-in Digital und Print - Gestaltung und Technik";;"*****";"2321209";"GT";"**"
10;"1";"339";"06";"T";"MT";"A4";"28";"2873";10;"********************";"1";"Metallbauer - Nutzfahrzeugbau";"Metallbauerin - Nutzfahrzeugbau";"Metallbauer/-in - Nutzfahrzeugbau";;"*****";"2522204";"TN";"**"
10;"1";"368";"06";"A";"AW";"A3";"02";"0238";10;"********************";"1";"Pferdewirt - Klassische Reitausbildung";"Pferdewirtin - Klassische Reitausbildung";"Pferdewirt/-in - Klassische Reitausbildung";;"*****";"1132201";"AW";"**"
10;"3";"439";"06";"O";"OH";"**";"64";"6410";10;"Ausgelaufen";"1";"Technischer Zeichner - Metallgewerbe";"Technische Zeichnerin - Metallgewerbe";"Technischer Zeichner/-in - Metallgewerbe";;"*****";"********";"**";"**"
10;"3";"443";"06";"O";"OH";"**";"34";"3411";10;"Ausgelaufen";"1";"Textilmaschinenführer - Weberei";"Textilmaschinenführerin - Weberei";"Textilmaschinenführer/-in - Weberei";;"*****";"2810202";"**";"**"
10;"3";"444";"06";"O";"OH";"**";"34";"3443";10;"Ausgelaufen";"1";"Textilmechaniker - Strumpf- u. Feinstrumpfrundstrickerei";"Textilmechanikerin - Strumpf- u. Feinstrumpfrundstrickerei";"Textilmechaniker/-in - Strumpf- u. Feinstrumpfrundstrickerei";;"*****";"2810202";"**";"**"
10;"1";"461";"06";"O";"OH";"A3";"15";"1525";10;"********************";"1";"Verfahrensmechaniker für Kunststoff- und Kautschuktechnik - Faserverbundtechnologie";"Verfahrensmechanikerin für Kunststoff- und Kautschuktechnik - Faserverbundtechnologie";"Verfahrensmechaniker/-in für Kunststoff- und Kautschuktechnik - Faserverbundtechnologie";;"*****";"2210207";"TN";"**"
10;"1";"468";"06";"W";"WV";"A3";"78";"7870";10;"********************";"1";"Verwaltungsfachangestellter - Handwerksorganisation/IHK";"Verwaltungsfachangestellte - Handwerksorganisation/IHK";"Verwaltungsfachangestellte/-r - Handwerksorganisation/IHK";;"*****";"7328204";"WV";"**"
10;"1";"519";"06";"O";"OH";"A4";"11";"1120";10;"********************";"1";"Verfahrensmechaniker in der Steine- und Erdenindustrie - Asphalttechnik";"Verfahrensmechanikerin in der Steine- und Erdenindustrie - Asphalttechnik";"Verfahrensmechaniker/-in in der Steine- und Erdenindustrie - Asphalttechnik";;"*****";"2122204";"TN";"**"
10;"1";"597";"06";"O";"OH";"A3";"34";"3410";10;"********************";"1";"Textilgestalter im Handwerk - Weben";"Textilgestalterin im Handwerk - Weben";"Textilgestalter/-in im Handwerk - Weben";;"*****";"2812210";"GT";"**"
10;"4";"999";"06";"E";"EH";"XX";"**";"****";20;"noch ohne Schlüssel";"1";"Sonstiger Ausbildungsberuf Ernährung und Hauswirtschaft";"Sonstiger Ausbildungsberuf Ernährung und Hauswirtschaft";"Sonstiger Ausbildungsberuf Ernährung und Hauswirtschaft";;"*****";"********";"XX";"XX"
40;"3";"101";"06";"G";"FR";"**";"**";"****";80;"Ausgelaufen";"3";"Schüler mit Arbeitsverhältnis und Praktikanten - Farbtechnik und Raumgestaltung";"Schülerinnen mit Arbeitsverhältnis und Praktikantinnen - Farbtechnik und Raumgestaltung";"Schüler/-innen mit Arbeitsverh. u. Praktikanten/Praktikantinnen - Farbtechnik u. Raumgestaltung";;"*****";"********";"**";"**"
40;"3";"102";"06";"G";"FR";"**";"**";"****";90;"Ausgelaufen";"3";"Schüler in berufsvorb. Maßnahmen der AV u. freier Träger - Farbtechnik u.Raumgestaltung";"Schülerinnen in berufsvorb. Maßnahmen der AV u. freier Träger - Farbtechnik u.Raumgestaltung";"Schüler/-innen in berufsvorb. Maßn. der AV u. freier Träger - Farbtechnik u.Raumgestaltung";;"*****";"********";"**";"**"
40;"3";"103";"06";"G";"FR";"**";"**";"****";100;"Ausgelaufen";"3";"Schüler ohne Arbeitsverhältnis - Farbtechnik und Raumgestaltung";"Schülerinnen ohne Arbeitsverhältnis - Farbtechnik und Raumgestaltung";"Schüler/-innen ohne Arbeitsverhältnis - Farbtechnik und Raumgestaltung";;"*****";"********";"**";"**"
40;"3";"104";"06";"G";"FR";"**";"**";"****";110;"Ausgelaufen";"3";"Werkstattjahr - Farbtechnik und Raumgestaltung";"Werkstattjahr - Farbtechnik und Raumgestaltung";"Werkstattjahr - Farbtechnik und Raumgestaltung";;"*****";"********";"**";"**"
57;"1";"106";"06";"*";"**";"**";"**";"****";145;"********************";"2";"Metalltechnik";"Metalltechnik";"Metalltechnik";;"24";"********";"TN";"ME"
58;"1";"106";"06";"*";"**";"AP";"**";"****";148;"********************";"2";"Schüler mit Arbeitsverh. u. Praktikanten - Metalltechnik";"Schülerinnen mit Arbeitsverh. u. Praktikantinnen - Metalltechnik";"Schüler/-innen mit Arbeitsverh. u. Praktikanten/Praktikantinnen - Metalltechnik";;"*****";"********";"TN";"ME"
58;"1";"206";"06";"*";"**";"AV";"**";"****";149;"********************";"2";"Schüler in berufsvorb. Maßn. der AV u. freier Träger - Metalltechnik";"Schülerinnen in berufsvorb. Maßn. der AV u. freier Träger - Metalltechnik";"Schüler/-innen in berufsvorb. Maßn. der AV u. freier Träger - Metalltechnik";;"*****";"********";"TN";"ME"
58;"1";"306";"06";"*";"**";"OA";"**";"****";150;"********************";"2";"Schüler ohne Arbeitsverhältnis - Metalltechnik";"Schülerinnen ohne Arbeitsverhältnis - Metalltechnik";"Schüler/-innen ohne Arbeitsverhältnis - Metalltechnik";;"*****";"********";"TN";"ME"
58;"1";"406";"06";"*";"**";"WJ";"**";"****";151;"********************";"2";"Werkstattjahr - Metalltechnik";"Werkstattjahr - Metalltechnik";"Werkstattjahr - Metalltechnik";;"*****";"********";"TN";"ME"
58;"1";"606";"06";"*";"**";"AV";"**";"****";151;"********************";"2";"Berufsvorb. Bildungsmaßn. Rehabilitation (BvB Reha) - Metalltechnik";"Berufsvorb. Bildungsmaßn. Rehabilitation (BvB Reha) - Metalltechnik";"Berufsvorb. Bildungsmaßn. Rehabilitation (BvB Reha) - Metalltechnik";;"*****";"********";"TN";"ME"
90;"3";"106";"06";"G";"FR";"**";"13";"1350";210;"Ausgelaufen";"3";"Glasveredler - Schliff und Gravur";"Glasveredlerin - Schliff und Gravur";"Glasveredler/-in - Schliff und Gravur";;"*****";"2134206";"**";"**"
90;"3";"112";"06";"T";"ET";"**";"31";"3125";210;"Ausgelaufen";"3";"Elektroniker für Informations- und Telekommunikationstechnik";"Elektronikerin für Informations- und Telekommunikationstechnik";"Elektroniker/-in für Informations- und Telekommunikationstechnik";;"*****";"2631210";"**";"**"
91;"1";"106";"06";"*";"**";"**";"**";"****";221;"********************";"2";"Metalltechnik";"Metalltechnik";"Metalltechnik";;"25";"********";"TN";"ME"
92;"1";"106";"06";"*";"**";"**";"**";"****";223;"********************";"2";"Metalltechnik";"Metalltechnik";"Metalltechnik";;"25";"********";"TN";"ME"
210;"1";"114";"06";"T";"TC";"AE";"62";"6239";440;"********************";"1";"FS Technik/Baudenkmalpflege und Altbauerneuerung - energieeffiziente ökologische Altbauerneuerung";"FS Technik/Baudenkmalpflege und Altbauerneuerung - energieeffiziente ökologische Altbauerneuerung";"FS Technik/Baudenkmalpflege und Altbauerneuerung - energieeffiziente ökologische Altbauerneuerung";;"*****";"3115301";"TE";"BP"
210;"1";"117";"06";"T";"TC";"TT";"62";"6250";440;"********************";"1";"FS Technik/Bergbautechnik - Tiefbautechnik";"FS Technik/Bergbautechnik - Tiefbautechnik";"FS Technik/Bergbautechnik - Tiefbautechnik";;"*****";"2111301";"TE";"BB"
210;"1";"148";"06";"W";"WI";"PE";"78";"7853";440;"********************";"1";"FS Wirtschaft/Betriebswirtschaft - Personalwirtschaft";"FS Wirtschaft/Betriebswirtschaft - Personalwirtschaft";"FS Wirtschaft/Betriebswirtschaft - Personalwirtschaft";;"*****";"7151301";"WI";"BW"
220;"3";"101";"06";"A";"AW";"**";"05";"0516";460;"Ausgelaufen";"1";"FS Agrarwirtschaft Gartenbau - Obstbau";"FS Agrarwirtschaft Gartenbau - Obstbau";"FS Agrarwirtschaft Gartenbau - Obstbau";;"*****";"********";"**";"**"
10;"1";"177";"07";"T";"ET";"A4";"31";"3131";10;"********************";"1";"Elektroniker für Maschinen und Antriebstechnik";"Elektronikerin für Maschinen und Antriebstechnik";"Elektroniker/-in für Maschinen und Antriebstechnik";;"*****";"2622203";"TN";"**"
10;"1";"232";"07";"A";"AW";"A3";"05";"0510";10;"********************";"1";"Gärtner - Staudengärtnerei";"Gärtnerin - Staudengärtnerei";"Gärtner/-in - Staudengärtnerei";;"*****";"1212203";"AW";"**"
10;"3";"265";"07";"T";"HT";"**";"50";"5056";10;"Ausgelaufen";"1";"Holzmechaniker - Parkettindustrie";"Holzmechanikerin - Parkettindustrie";"Holzmechaniker/-in - Parkettindustrie";;"*****";"2234207";"**";"**"
10;"1";"329";"07";"G";"FR";"A3";"51";"5110";10;"********************";"1";"Maler und Lackierer - Bauten- und Korrosionsschutz";"Malerin und Lackiererin - Bauten- und Korrosionsschutz";"Maler/-in und Lackierer/-in - Bauten- und Korrosionsschutz";;"*****";"3321211";"TN";"**"
10;"1";"337";"07";"O";"OH";"A3";"17";"1720";10;"********************";"1";"Mediengestalter Digital und Print - Konzeption und Visualisierung";"Mediengestalterin Digital und Print - Konzeption und Visualisierung";"Mediengestalter/-in Digital und Print - Konzeption und Visualisierung";;"*****";"2321210";"GT";"**"
10;"1";"368";"07";"A";"AW";"A3";"02";"0238";10;"********************";"1";"Pferdewirt - Pferdehaltung und Service";"Pferdewirtin - Pferdehaltung und Service";"Pferdewirt/-in - Pferdehaltung und Service";;"*****";"1130204";"AW";"**"
10;"3";"439";"07";"T";"MT";"**";"64";"6410";10;"Ausgelaufen";"1";"Technischer Zeichner - Stahl- und Metallbautechnik";"Technische Zeichnerin - Stahl- und Metallbautechnik";"Technische/-r Zeichner/-in - Stahl- und Metallbautechnik";;"*****";"2721209";"**";"**"
10;"3";"444";"07";"O";"OH";"**";"34";"3492";10;"Ausgelaufen";"1";"Textilmechaniker - Tufting";"Textilmechanikerin - Tufting";"Textilmechaniker/-in - Tufting";;"*****";"2810202";"**";"**"
10;"1";"461";"07";"O";"OH";"A3";"15";"1529";10;"********************";"1";"Verfahrensmechaniker für Kunststoff- und Kautschuktechnik - Kunststofffenster";"Verfahrensmechanikerin für Kunststoff- und Kautschuktechnik - Kunststofffenster";"Verfahrensmechaniker/-in für Kunststoff- und Kautschuktechnik - Kunststofffenster";;"*****";"2210210";"TN";"**"
10;"1";"468";"07";"W";"WV";"A3";"78";"7876";10;"********************";"1";"Verwaltungsfachangestellter - Kommunalverwaltung";"Verwaltungsfachangestellte - Kommunalverwaltung";"Verwaltungsfachangestellte/-r - Kommunalverwaltung";;"*****";"7320212";"WV";"**"
