SF;Art;Beschreibung;KZ_Bereich;KZ_Bereich_JG;AbgangsJG;Flag;geaendert
"GM";"U";"Erweiterter Erster Schulabschluss (mit Berechtigung zum Besuch der gymnasialen Oberstufe; § 41 Abs. 2 APO-SI i.V.m. § 40 Abs. 2 APO-GOSt)";0;0;"EF";"1";
"GY";"U";"Erweiterter Erster Schulabschluss nach Klasse 10 (mit Berechtigung zum Besuch der gymnasialen Oberstufe; § 41 Abs. 2 APO-SI i.V.m. § 40 Abs. 2 APO-GOSt)";0;0;"EF";"1";
"SG";"U";"Erweiterter Erster Schulabschluss (mit Berechtigung zum Besuch der gymnasialen Oberstufe; § 41 Abs. 2 APO-SI i.V.m. § 40 Abs. 2 APO-GOSt)";0;0;"EF";"1";
"GY";"V";"Abschluss des zieldifferenten Bildungsgangs Lernen (nur in G8 Bildungsgängen)";0;0;"EF";"1";
"GE";"H";"Fachhochschulreife (schulischer Teil) (§ 40a APO-GOSt)";0;0;"Q1";"1";
"GM";"H";"Fachhochschulreife (schulischer Teil) (§ 40a APO-GOSt)";0;0;"Q1";"1";
"GY";"H";"Fachhochschulreife (schulischer Teil) (§ 40a APO-GOSt)";0;0;"Q1";"1";
"SG";"H";"Fachhochschulreife (schulischer Teil)";0;0;"Q1";"1";
"GE";"I";"Mittlerer Schulabschluss (Fachoberschulreife) (mit Berechtigung zum Besuch der Qualifikationsphase I bzw. Zuerkennung bei Abwesenheit in EF, z.B. bei Auslandsjahr)";0;0;"Q1";"1";
"GM";"I";"Mittlerer Schulabschluss (Fachoberschulreife) (mit Berechtigung zum Besuch der Qualifikationsphase I bzw. Zuerkennung bei Abwesenheit in EF,z.B. bei Auslandsjahr)";0;0;"Q1";"1";
"GY";"I";"Mittlerer Schulabschluss (Fachoberschulreife) (mit Berechtigung zum Besuch der Qualifikationsphase I bzw. Zuerkennung bei Abwesenheit in EF, z.B. bei Auslandsjahr)";0;0;"Q1";"1";
"SG";"I";"Mittlerer Schulabschluss - Fachoberschulreife mit Berechtigung zum Besuch der Qualifikationsphase 1 (ohne Fachhochschulreife)";0;0;"Q1";"1";
"GE";"H";"Fachhochschulreife (schulischer Teil)";0;0;"Q2";"1";
"GM";"H";"Fachhochschulreife (schulischer Teil)";0;0;"Q2";"1";
"GY";"H";"Fachhochschulreife (schulischer Teil)";0;0;"Q2";"1";
"SG";"H";"Fachhochschulreife (schulischer Teil) (ohne Abitur)";0;0;"Q2";"1";
"GE";"I";"Mittlerer Schulabschluss (Fachoberschulreife)";0;0;"Q2";"1";
"GM";"I";"Mittlerer Schulabschluss (Fachoberschulreife)";0;0;"Q2";"1";
"GY";"I";"Mittlerer Schulabschluss (Fachoberschulreife)";0;0;"Q2";"1";
"SG";"I";"Mittlerer Schulabschluss - Fachoberschulreife mit Berechtigung zum Besuch der Qualifikationsphase 1 (ohne Abitur und ohne Fachhochschulreife)";0;0;"Q2";"1";
"GE";"K";"Abitur (allgemeine Hochschulreife)";0;0;"Q2";"1";
"GM";"K";"Abitur (allgemeine Hochschulreife)";0;0;"Q2";"1";
"GY";"K";"Abitur (allgemeine Hochschulreife)";0;0;"Q2";"1";
"SG";"K";"Abitur (allgemeine Hochschulreife)";0;0;"Q2";"1";
